person_id,gender,age,race,hispanic?,high_school_grad?,ged_received?,first_gen_college?,past_college_enrollment,zipcode,city,state,veteran_status,lead_created_date,hear_about_campus,utm_marketing_channel,application_start_date,first_meaningful_conversation_date,application_submit_date,interview_date,async_interview_date_c,assessment_decision,assessment_attempts,admit_date,admit_status,enroll_date,c,num_phone_calls,offer_letter_status,offer_letter_status_date,fafsa_status,enrollment_identity_verification_status,highschool_grad_verification_status,Registration Status end of first term,Credits Completed end of first term,Credits attempted in students first term,GPA end of First Term,last_date_attendance,quarter_start_date,quarter_end_date
2693,female,21,white,no,yes,no,attended,no,73772,Watonga,OK,notApplicable,2024-09-09,snapchat,snapchat,2024-09-09,,2024-09-09,,,not taken,0,,,,FALSE,1,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2694,female,30,black,no,yes,no,graduated,yes,27330,Sanford,NC,notApplicable,2024-08-03,unknown,snapchat,2024-08-03,,2024-08-03,,,not taken,0,,,,FALSE,2,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2695,male,18,white,no,no,yes,graduated,no,76708,Waco,TX,notApplicable,2024-08-09,google,snapchat,2024-08-09,,2024-08-09,,2024-08-09,failed,1,,,,FALSE,7,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
2696,female,18,black,no,yes,no,attended,no,74145,Tulsa,OK,notApplicable,2024-06-22,snapchat,snapchat,2024-06-24,2024-07-17,2024-06-29,,,not taken,0,,,,FALSE,3,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2697,female,18,black,no,no,yes,unknown,no,45414,Dayton,OH,notApplicable,2024-08-16,snapchat,snapchat,2024-08-16,,2024-08-16,,,not taken,0,,,,FALSE,2,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2698,female,31,black,no,yes,no,neither,yes,90001,Los Angeles,CA,notApplicable,2024-04-22,facebook,facebook,2024-07-18,,2024-07-18,,,not taken,0,,,,FALSE,7,sent,2024-07-25,completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
2699,female,18,mixed,yes,yes,no,neither,no,23666,Hampton,VA,notApplicable,2024-07-28,facebook,facebook,2024-07-31,,2024-07-31,,,not taken,0,,,,FALSE,11,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2700,female,18,black,no,yes,no,neither,yes,11433,Queens,NY,notApplicable,2024-09-01,employer,employer,2024-09-01,,2024-09-01,,,not taken,0,,,,FALSE,3,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
2701,male,44,black,no,yes,no,graduated,no,30305,Atlanta,GA,notApplicable,2024-08-18,facebook,facebook,2024-08-18,,2024-08-18,,,not taken,0,,,,FALSE,6,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2702,male,22,white,no,yes,no,graduated,yes,87110,Albuquerque New Mexico,NM,notApplicable,2024-07-25,tiktok,tiktok,2024-07-25,,2024-07-25,,,not taken,0,,,,FALSE,5,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2703,male,28,americanIndian,yes,no,yes,neither,no,78582,Rio Grande City,TX,notApplicable,2024-07-26,facebook,facebook,2024-07-27,,2024-07-27,,,not taken,0,,,,FALSE,7,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2704,male,21,mixed,yes,yes,no,neither,yes,92201,Indio,CA,notApplicable,2024-08-20,natural search,tiktok,2024-08-20,,2024-08-20,,,not taken,0,,,,FALSE,6,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2705,male,18,mixed,yes,no,yes,unknown,no,32839,Orlando,FL,notApplicable,2024-08-05,facebook,facebook,2024-08-06,,2024-08-06,,,not taken,0,,,,FALSE,3,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2706,female,65,white,no,yes,no,neither,yes,01826,Lowell,MA,notApplicable,2024-09-09,facebook,unknown,2024-09-09,,2024-09-09,,,not taken,0,,,,FALSE,6,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2707,female,64,black,no,yes,no,neither,yes,44117,Euclid,OH,notApplicable,2024-07-17,facebook,facebook,2024-07-17,2024-07-23,2024-07-17,,,not taken,0,,,,FALSE,3,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2708,female,19,black,no,no,yes,unknown,no,36093,Al,AL,notApplicable,2024-08-02,facebook,facebook,2024-08-03,,2024-08-04,,,not taken,0,,,,FALSE,5,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2709,male,23,americanIndian,no,yes,no,unknown,no,91356,Tarzana,CA,notApplicable,2024-08-11,natural search,unknown,2024-08-11,2024-08-14,2024-08-11,,,failed,1,,,,FALSE,8,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2710,male,50,black,no,yes,no,attended,no,11212,Bk,NY,notApplicable,2024-09-02,natural search,facebook,2024-09-02,,2024-09-02,,,not taken,0,,,,FALSE,3,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2711,male,21,mixed,no,yes,no,neither,yes,10469,Bronx,NY,notApplicable,2022-04-13,facebook,unknown,2024-09-10,,2024-09-10,,,not taken,0,,,,FALSE,8,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2712,female,20,black,no,yes,no,neither,no,29172,West Columbia,SC,notApplicable,2024-08-12,facebook,facebook,2024-08-12,,2024-08-12,,,not taken,0,,,,FALSE,2,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2713,female,19,black,no,yes,no,unknown,no,76133,Fort Worth,TX,notApplicable,2024-08-19,tiktok,tiktok,2024-08-26,,2024-08-26,,,not taken,0,,,,FALSE,3,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2714,female,28,mixed,no,yes,no,neither,no,33815,Lakeland,FL,notApplicable,2024-08-15,facebook,facebook,2024-08-15,,2024-08-15,,,failed,1,,,,FALSE,11,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2715,female,18,black,no,no,yes,neither,no,08332,Millville,,notApplicable,2024-08-23,facebook,facebook,2024-08-23,2024-08-26,2024-08-23,,,not taken,0,,,,FALSE,5,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2716,male,29,black,no,yes,no,graduated,yes,30016,Covington,GA,notApplicable,2024-04-20,facebook,facebook,2024-08-01,,2024-08-01,,,not taken,0,,,,FALSE,4,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2717,male,32,black,no,yes,no,graduated,no,66109,Kansas City,KS,notApplicable,2024-07-22,snapchat,snapchat,2024-07-22,,2024-07-22,,,not taken,0,,,,FALSE,3,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2718,male,19,black,no,yes,no,graduated,no,31401,Savannah,GA,notApplicable,2024-06-26,facebook,facebook,2024-08-25,,2024-08-25,,,not taken,0,,,,FALSE,2,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2719,female,22,black,no,yes,no,graduated,no,29203,Columbia,SC,notApplicable,2024-08-06,facebook,facebook,2024-08-06,2024-08-06,2024-08-06,,,not taken,0,,,,FALSE,8,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
2720,male,42,black,no,yes,no,unknown,no,22309,Alexandria,VA,notApplicable,2024-07-19,google,google,2024-07-19,,2024-07-19,,,not taken,0,,,,FALSE,3,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2721,female,47,mixed,no,yes,no,attended,yes,44302,Akron,OH,notApplicable,2024-08-14,linkedin,facebook,2024-08-14,,2024-08-14,,,not taken,0,,,,FALSE,9,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2722,male,25,black,no,yes,no,neither,no,65401,Rolla,MO,notApplicable,2024-07-24,snapchat,snapchat,2024-07-24,,2024-07-24,2024-08-05,,not taken,0,,,,FALSE,7,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
2723,male,29,black,no,no,yes,neither,no,31779,Pelham,GA,notApplicable,2024-09-05,snapchat,snapchat,2024-09-05,,2024-09-05,,,failed,2,,,,FALSE,4,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2724,female,21,black,no,yes,no,attended,no,29418,North Charleston,SC,notApplicable,2024-07-24,facebook,facebook,2024-07-24,,2024-07-24,,,not taken,0,,,,FALSE,3,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
2725,male,22,black,no,yes,no,unknown,yes,46224,Indianapolis,IN,notApplicable,2024-08-24,facebook,facebook,2024-08-24,,2024-08-24,,,failed,1,,,,FALSE,7,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2726,female,23,mixed,no,yes,no,attended,no,75703,Tyler,TX,notApplicable,2024-08-28,facebook,facebook,2024-08-28,,2024-08-28,,,not taken,0,,,,FALSE,7,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2727,female,19,black,no,yes,no,neither,no,36108,Montgomery,AL,notApplicable,2024-07-12,facebook,facebook,2024-07-13,,2024-07-13,,,not taken,0,,,,FALSE,3,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2728,male,22,white,no,yes,no,unknown,no,39827,Cairo,,notApplicable,2024-09-07,facebook,facebook,2024-09-07,,2024-09-07,,,not taken,0,,,,FALSE,6,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2729,male,36,black,no,yes,no,graduated,yes,08701,Lakewood,NJ,notApplicable,2024-07-19,google,unknown,2024-07-19,2024-07-24,2024-07-19,,,not taken,0,,,,FALSE,7,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2730,female,32,black,no,yes,no,neither,yes,33065,Coral Springs,FL,notApplicable,2024-08-09,tiktok,tiktok,2024-08-09,,2024-08-09,,,not taken,0,,,,FALSE,1,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2731,male,32,mixed,yes,yes,no,neither,no,77487,Sugarland,TX,notApplicable,2023-11-27,email,tiktok,2024-09-03,,2024-09-03,,,not taken,0,,,,FALSE,2,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2732,male,51,black,no,yes,no,neither,yes,30134,Douglasville,GA,notApplicable,2024-08-21,facebook,facebook,2024-08-21,,2024-08-21,,2024-08-21,not taken,0,,,,FALSE,3,not sent,,not completed,verified,rejected,,,,,,2024-10-07,2024-12-12
2733,male,42,black,no,no,yes,attended,no,94561,Oakley,CA,notApplicable,2024-08-20,wordOfMouth,google,2024-08-20,2024-10-08,2024-08-20,,,not taken,0,,,,FALSE,7,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
2734,male,68,black,no,no,yes,neither,no,91913,Chula Vista,CA,notApplicable,2024-06-26,google,google,2024-06-26,,2024-06-26,,,not taken,0,,,,FALSE,3,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2735,male,53,black,no,yes,no,neither,yes,71203,Monroe,LA,veteran,2024-08-28,facebook,facebook,2024-08-28,,2024-08-28,,2024-08-28,not taken,0,,,,FALSE,5,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
2736,male,41,black,no,no,yes,unknown,no,95203,Stockton,CA,notApplicable,2024-07-17,google,facebook,2024-07-17,,2024-07-17,,,not taken,0,,,,FALSE,8,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2737,female,21,black,no,yes,no,attended,no,70454,Ponchatoula,LA,notApplicable,2024-06-26,snapchat,snapchat,2024-06-26,,2024-06-27,,,not taken,0,,,,FALSE,10,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2738,female,23,white,no,yes,no,unknown,no,37091,Lewisburg,TN,notApplicable,2024-07-20,facebook,facebook,2024-07-20,,2024-07-20,,,not taken,0,,,,FALSE,5,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2739,male,41,white,no,yes,no,unknown,no,55416,Saint Louis Park,MN,notApplicable,2024-08-02,facebook,unknown,2024-08-03,,2024-08-03,,,not taken,0,,,,FALSE,6,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2740,female,45,white,no,yes,no,attended,yes,40475,Richmond,KY,notApplicable,2024-08-16,facebook,facebook,2024-08-16,,2024-08-16,,,not taken,0,,,,FALSE,1,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2741,male,18,black,no,yes,no,attended,no,23323,Chesapeake,VA,notApplicable,2024-07-17,tiktok,tiktok,2024-07-18,,2024-07-18,,,not taken,0,,,,FALSE,2,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2742,male,40,nativeHawaiian,no,yes,no,neither,yes,90810,Long Beach,CA,notApplicable,2024-08-10,facebook,facebook,2024-08-10,2024-08-26,2024-08-10,2024-08-26,,not taken,0,,,,FALSE,10,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
2743,female,29,black,no,yes,no,neither,yes,63136,Saint Louis,MO,notApplicable,2024-07-19,email,facebook,2024-07-19,2024-07-24,2024-07-19,2024-07-24,,not taken,0,,,,FALSE,7,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
2744,female,26,black,no,yes,no,unknown,no,34142,Immokalee,FL,notApplicable,2024-08-31,tiktok,unknown,2024-09-01,2024-09-12,2024-09-01,,,failed,1,,,,FALSE,21,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2745,female,18,black,no,no,yes,graduated,no,39886,Shellman,,notApplicable,2024-08-09,facebook,facebook,2024-08-09,,2024-08-09,,,not taken,0,,,,FALSE,1,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2746,female,20,mixed,no,no,yes,unknown,no,40744,London,KY,notApplicable,2024-08-15,snapchat,snapchat,2024-08-15,,2024-08-15,,,not taken,0,,,,FALSE,3,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2747,female,28,black,no,no,yes,unknown,no,77642,Port Author,,notApplicable,2024-08-05,google,facebook,2024-08-05,,2024-08-05,,,not taken,0,,,,FALSE,8,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2748,female,23,black,no,yes,no,attended,yes,79257,Silverton,TX,spouse,2024-07-15,facebook,facebook,2024-07-15,2024-07-17,2024-07-15,,,not taken,0,,,,FALSE,6,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2749,female,50,white,no,yes,no,neither,yes,18419,Factoryville,PA,notApplicable,2024-07-15,facebook,google,2024-07-15,,2024-07-15,,,not taken,0,,,,FALSE,4,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2750,female,23,black,no,yes,no,unknown,no,46816,Fort Wayne,IN,notApplicable,2024-08-19,facebook,facebook,2024-08-20,,2024-08-20,,,failed,1,,,,FALSE,8,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2751,female,18,black,no,yes,no,neither,no,06105,Hartford,CT,notApplicable,2024-08-23,snapchat,google,2024-08-23,2024-08-27,2024-08-23,,,not taken,0,,,,FALSE,3,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2752,female,26,mixed,yes,yes,no,graduated,no,32115,Daytona Beach,FL,notApplicable,2024-08-08,facebook,facebook,2024-08-08,2024-08-09,2024-08-08,,,not taken,0,,,,FALSE,3,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2753,no-binary,21,white,no,yes,no,graduated,no,01566,Sturbridge,MA,notApplicable,2024-07-02,facebook,facebook,2024-07-02,2025-01-24,2024-07-02,,2025-01-22,passed,1,2025-01-22,Assessment + Interview,2025-02-04,FALSE,13,complete,2025-02-04,completed,verified,verified,Did Not Start,0,0,,,2024-10-07,2024-12-12
2754,female,24,black,no,yes,no,neither,no,39339,Louisville,MS,notApplicable,2024-08-20,facebook,facebook,2024-08-20,,2024-08-20,,,not taken,0,,,,FALSE,7,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2755,female,56,white,no,yes,no,neither,yes,14210,Buffalo,NY,notApplicable,2024-09-07,facebook,facebook,2024-09-07,,2024-09-07,,,not taken,0,,,,FALSE,4,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
2756,no-binary,43,mixed,yes,yes,no,attended,yes,60561,Darien,IL,notApplicable,2024-09-02,facebook,facebook,2024-09-02,,2024-09-02,,,not taken,0,,,,FALSE,4,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2757,female,61,black,no,no,yes,neither,yes,98683,Vancouver,WA,notApplicable,2024-07-10,unknown,google,2024-07-10,,2024-07-10,,,not taken,0,,,,FALSE,13,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2758,female,18,white,yes,no,yes,neither,no,87062,Veguita,NM,notApplicable,2024-08-14,facebook,facebook,2024-08-15,2024-08-15,2024-08-15,,,passed,1,,,,FALSE,4,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
2759,female,27,white,no,no,yes,graduated,no,30521,Carnesville,GA,notApplicable,2024-07-27,facebook,unknown,2024-07-27,,2024-07-27,,,not taken,0,,,,FALSE,5,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2760,female,29,white,no,yes,no,neither,no,30281,Stockbridge,GA,notApplicable,2024-07-01,facebook,facebook,2024-07-02,,2024-07-02,,,failed,1,,,,FALSE,8,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
2761,male,19,white,yes,yes,no,unknown,no,85008,Phoenix,AZ,notApplicable,2024-01-29,unknown,facebook,2024-08-21,,2024-08-21,,,not taken,0,,,,FALSE,7,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2762,male,26,black,no,yes,no,attended,no,89178,Las Vegas,NV,notApplicable,2024-08-23,facebook,facebook,2024-08-23,,2024-08-23,,,not taken,0,,,,FALSE,5,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
2763,male,18,black,no,yes,no,graduated,no,08867,Pittstown,NJ,notApplicable,2024-07-23,tiktok,unknown,2024-07-23,,2024-07-23,,,not taken,0,,,,FALSE,6,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
2764,female,32,white,no,no,yes,neither,no,45662,Portsmouth,OH,notApplicable,2024-08-28,facebook,facebook,2024-08-29,,2024-08-29,,,not taken,0,,,,FALSE,6,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2765,female,26,black,no,yes,no,graduated,no,29204,Columbia,SC,notApplicable,2024-07-01,facebook,facebook,2024-07-01,,2024-07-01,,,not taken,0,,,,FALSE,17,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2766,female,21,asian,no,yes,no,unknown,no,94545,Hayward,CA,notApplicable,2024-08-29,google,google,2024-08-29,,2024-08-29,,,not taken,0,,,,FALSE,2,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2767,female,23,white,no,yes,no,unknown,yes,66441,Junction City,KS,notApplicable,2024-08-31,snapchat,snapchat,2024-08-31,,2024-08-31,,,not taken,0,,,,FALSE,7,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2768,female,23,black,no,yes,no,unknown,no,62703,Springfield,IL,notApplicable,2024-07-25,tiktok,unknown,2024-07-25,,2024-07-25,,,not taken,0,,,,FALSE,8,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2769,female,18,white,no,no,yes,unknown,no,48651,Michigan,MI,notApplicable,2024-08-23,tiktok,facebook,2024-08-23,,2024-08-23,,,not taken,0,,,,FALSE,1,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2770,female,26,white,no,yes,no,graduated,yes,98122,Seattle,WA,notApplicable,2024-02-17,facebook,unknown,2024-07-20,,2024-07-20,,,not taken,0,,,,FALSE,4,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
2771,female,28,white,yes,yes,no,neither,no,83687,Nampa,ID,notApplicable,2024-07-23,facebook,facebook,2024-07-23,,2024-07-23,,,not taken,0,,,,FALSE,6,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2772,female,18,black,no,yes,no,neither,no,70546,Jennings,LA,notApplicable,2024-08-12,tiktok,tiktok,2024-08-12,,2024-08-12,,,not taken,0,,,,FALSE,10,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2773,female,20,black,no,no,yes,unknown,no,39150,Port Gibson,MS,notApplicable,2024-07-21,facebook,facebook,2024-07-21,,2024-07-21,,,not taken,0,,,,FALSE,7,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
2774,female,23,mixed,yes,yes,no,graduated,no,63116,St. Louis,MO,notApplicable,2024-07-30,facebook,facebook,2024-07-30,,2024-07-30,,,not taken,0,,,,FALSE,3,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2775,female,27,white,no,yes,no,unknown,yes,46567,North Webster,IN,notApplicable,2024-07-15,facebook,facebook,2024-07-15,,2024-07-15,,,failed,1,,,,FALSE,9,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2776,male,47,mixed,no,no,yes,neither,no,93940,Monterey,CA,notApplicable,2024-05-24,facebook,facebook,2024-08-07,,2024-08-07,,,not taken,0,,,,FALSE,5,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2777,male,46,white,no,yes,no,neither,no,99301,Pasco,WA,notApplicable,2024-08-04,facebook,facebook,2024-08-05,,2024-08-05,,,not taken,0,,,,FALSE,7,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
2778,male,42,white,no,yes,no,neither,yes,43222,Columbus,OH,notApplicable,2024-09-09,facebook,facebook,2024-09-09,,2024-09-09,,,failed,2,,,,FALSE,8,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
2779,male,23,black,no,yes,no,graduated,yes,55433,Coon Rapids,MN,notApplicable,2024-08-29,linkedin,tiktok,2024-08-29,,2024-08-29,,,not taken,0,,,,FALSE,1,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2780,female,45,black,no,no,yes,attended,no,39168,Taylorsville,MS,notApplicable,2024-09-07,facebook,facebook,2024-09-08,,2024-09-08,,,not taken,0,,,,FALSE,9,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2781,male,21,mixed,yes,yes,no,attended,no,60632,Chicago,IL,notApplicable,2024-07-28,facebook,facebook,2024-08-12,,2024-08-12,,,not taken,0,,,,FALSE,6,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
2782,male,25,black,no,yes,no,attended,no,36610,Prichard,AL,notApplicable,2024-07-29,tiktok,facebook,2024-07-29,,2024-07-29,,,not taken,0,,,,FALSE,5,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
